word	count	occurrence
noshtopia	1	1
genetically-modified	1	1
saycey	1	1
sta-cation	1	1
appologetic	1	1
napolean	1	1
curliest	1	1
abbreviating	1	1
tactical	1	1
skool	1	1
bucatini	1	1
faella	1	1
porta-potties	1	1
optical/hearing	1	1
salt-water	1	1
itsself	1	1
chocolate-stuffed	1	1
'get	1	1
1900	1	1
breadmold	1	1
'gee	1	1
gabbed	1	1
belittling	1	1
michigan..so	1	1
cut-out	1	1
chu	1	1
chz	1	1
wascally	1	1
prized	1	1
excitedly	1	1
sardines..not	1	1
meccas	1	1
1000	1	1
italian..	1	1
'nother	1	1
back..and	1	1
experce	1	1
invoices	1	1
countryish	1	1
peperoncini	1	1
homoerotic	1	1
peperoncino	1	1
aghhhhhhhhh	1	1
asdfk	1	1
responder/o2	1	1
turnstiles	1	1
formations	1	1
tuesdsay	1	1
proabably	1	1
so..the	1	1
apprx	1	1
salsitas	1	1
communicator	1	1
smackanolies	1	1
crispy-	1	1
dolled	1	1
folkmanis	1	1
hand..and	1	1
doller	1	1
ambivalence	1	1
deigning	1	1
noise-	1	1
wanted-	1	1
mustache	1	1
eggplants	1	1
councourse	1	1
disitrio	1	1
6-Dec	1	1
grendel	1	1
salvere	1	1
turkey/cheese	1	1
ablondigas	1	1
#NAME?	1	1
pop-up	1	1
tss	1	1
weber	1	1
cozied	1	1
inside-between	1	1
angers	1	1
post-apocalyptic	1	1
select=3ohmfcinbjkg87qvuggkmg	1	1
preschool	1	1
applicants	1	1
re-yelp	1	1
nobodies	1	1
yeeeeaaaahhhhh	1	1
pozookies	1	1
axe-holes	1	1
bw3	1	1
poppins	1	1
heirlooms	1	1
regardless-	1	1
#NAME?	1	1
build-your	1	1
tsoy	1	1
uhhhhhh	1	1
112degrees	1	1
giordano	1	1
ssam	1	1
plantation-like	1	1
blowouts	1	1
happyland	1	1
tuna..it	1	1
fluctuates	1	1
grunting	1	1
contrarian	1	1
midcentury	1	1
shadiest	1	1
qua	1	1
poles.there	1	1
espress	1	1
*including	1	1
1430	1	1
f***ers	1	1
yarn	1	1
d'gallo	1	1
foam-	1	1
braced	1	1
rosatti	1	1
5/bottle	1	1
kaarage	1	1
zamorano	1	1
scant	1	1
biochem	1	1
scans	1	1
flume	1	1
bulldog	1	1
understocked	1	1
katlan	1	1
a-la-mode	1	1
bodyguard	1	1
scrapbooking	1	1
morph	1	1
multigrain	1	1
flat-with-a-capital-f	1	1
impala	1	1
b-fast	1	1
applwood	1	1
wwwwaaaaaayyy	1	1
robot-voiced	1	1
ob-x	1	1
heroic	1	1
catapults	1	1
chains..	1	1
gingerly	1	1
montgomery	1	1
phx..	1	1
whos-who	1	1
gfbipu	1	1
look-a-like	1	1
40s-70s	1	1
sfw	1	1
ishmael	1	1
10/meal	1	1
bouchon	1	1
..did	1	1
11/22/2011	1	1
contemptuous	1	1
alternator	1	1
definably	1	1
hamlet	1	1
brauts	1	1
lolling	1	1
bad***	1	1
mothballs	1	1
yaaaaaayyy	1	1
prancing	1	1
sweet-toothed	1	1
emitting	1	1
hamhocks	1	1
a319	1	1
miss-	1	1
2+years	1	1
ga-ga	1	1
analynn	1	1
boaldering	1	1
corporate-y	1	1
roomservice	1	1
sparklean	1	1
figgy	1	1
opion	1	1
dooker	1	1
honmachi	1	1
turkeys	1	1
herding	1	1
valdadige	1	1
englas	1	1
thai-chicken	1	1
easy-pleasy	1	1
orchiette	1	1
hour/lunch	1	1
gkja	1	1
swankiness	1	1
peoria*	1	1
sorrow	1	1
antico	1	1
chamoy	1	1
sponsorships-only	1	1
turkey/	1	1
weevel	1	1
urbayn	1	1
tripp	1	1
enquired	1	1
ambushed	1	1
denim	1	1
flat-screens	1	1
deflected	1	1
now-standing	1	1
hummus/crab	1	1
broccalini	1	1
swimmer	1	1
49er	1	1
sopas	1	1
half-rack	1	1
it'l	1	1
rums	1	1
won't..	1	1
wurde	1	1
so.delicious	1	1
willfill	1	1
half-booth	1	1
montchevre	1	1
carburetor	1	1
step-dad	1	1
skeeveholes	1	1
smaller/passive	1	1
vaterra	1	1
demoralize	1	1
verbessert	1	1
ampitheater/open	1	1
j.o.b	1	1
sauce..so	1	1
everytown	1	1
guryer	1	1
fiddy	1	1
crumb/drop	1	1
//ediblephoenix.com/subscribe/find-a-copy/get-a-copy-of-the-magazine/	1	1
",such"	1	1
fabu	1	1
diety	1	1
host..	1	1
401k	1	1
tumbler	1	1
comparible	1	1
powerboat	1	1
powell	1	1
1-1.50	1	1
'order	1	1
take-your-time	1	1
econo	1	1
tatses	1	1
'okay	1	1
intially	1	1
commenters	1	1
easy-bake-oven	1	1
concentrated.service	1	1
flourcent	1	1
callejeros	1	1
numbering	1	1
nicknamed	1	1
4-6:30	1	1
ganouj	1	1
white-meat	1	1
sight-lines	1	1
gmc	1	1
vegie	1	1
town..the	1	1
ductwork	1	1
central/n	1	1
280	1	1
282	1	1
cross-overs	1	1
readings/signings	1	1
www.shopbiltmore.com	1	1
.seediness	1	1
appertizer-thingy	1	1
tempanyaki	1	1
deliscious	1	1
orrrrr	1	1
elapses	1	1
slawbejo	1	1
chics	1	1
tagliatelle	1	1
eurotechs	1	1
ostia	1	1
dickheads	1	1
cake-cutting	1	1
seussical	1	1
kaleidoscope	1	1
shiznits	1	1
floodgates	1	1
patinkin	1	1
reglar	1	1
woud	1	1
heatlamps	1	1
flip-side	1	1
lounges/sofas/pillows	1	1
happend	1	1
outlandishness	1	1
advatage	1	1
hostess/server/cashier	1	1
dca	1	1
lieutenant	1	1
marketable	1	1
topiary	1	1
turn-of-the-century	1	1
septoplasty/turbanoplasty/sinus	1	1
atmotsphere	1	1
tomm	1	1
hqtl2wzoqxtktp_kjxow2a	1	1
630p	1	1
backpackers	1	1
bar/house	1	1
waikiki	1	1
out.on	1	1
quaffed	1	1
'these	1	1
consitancy	1	1
hotspots	1	1
*lime	1	1
insures	1	1
insurer	1	1
over-tweezed	1	1
prorated	1	1
quarterman	1	1
semi-bland	1	1
partitioned	1	1
combo-	1	1
replying	1	1
was-hidden	1	1
juices-	1	1
dawson	1	1
sept/oct	1	1
find/send	1	1
jerkiest	1	1
triple-checks	1	1
ingles	1	1
duplications	1	1
quality/some	1	1
wine+	1	1
out/sub	1	1
2freview_share	1	1
azcentral	1	1
o-toro	1	1
24/30	1	1
top..	1	1
critic/organization	1	1
/person	1	1
martini's..	1	1
kardashian	1	1
climing	1	1
clean-up	1	1
midlights	1	1
tenn.	1	1
try.i	1	1
.home	1	1
dynasty	1	1
uncomforatble	1	1
frion	1	1
homemade..	1	1
grown-up-ish	1	1
hoarding	1	1
dillard's	1	1
unsettled	1	1
..eat	1	1
shambles	1	1
alert***	1	1
dachshunds	1	1
dispense	1	1
hotel/friend	1	1
try..	1	1
place..and	1	1
//www.yelp.com/biz_photos/jj8ubiwwucr-rrhrrjcryw	1	1
up-priced	1	1
weeekdays	1	1
magnate	1	1
doorman/waiter	1	1
windup	1	1
throwout	1	1
possiblity	1	1
nieve=snow	1	1
veritable	1	1
eehhhhhh	1	1
2/17/2013	1	1
feathery	1	1
nair	1	1
disciplined	1	1
kick-it	1	1
singha	1	1
*fish	1	1
kadunk	1	1
flat..then	1	1
office/home	1	1
rubee	1	1
revolved	1	1
dashboard	1	1
skull-and-bones	1	1
glace	1	1
hanghou	1	1
postino/churn	1	1
mussaman	1	1
mozzarello	1	1
find/near	1	1
stevie	1	1
settles	1	1
stevia	1	1
offs	1	1
hablan	1	1
meatl	1	1
comlicated	1	1
mindblowing..	1	1
gastronomically	1	1
10.95/lb	1	1
y.o	1	1
'beijing	1	1
cockta	1	1
zok8owjr0dti8bc0-kfsyw	1	1
replys	1	1
sempronio	1	1
farm-fresh	1	1
neautiful	1	1
good..the	1	1
off-	1	1
supplemental	1	1
philanthropic	1	1
3mos	1	1
deficiencies	1	1
..your	1	1
bevies	1	1
kayrbb2m8lecdeoimxho1a	1	1
traderjoe	1	1
hererra	1	1
preserving	1	1
cotijo	1	1
boths	1	1
many-remaining	1	1
come-ons	1	1
oh..	1	1
eh..lets	1	1
actuality	1	1
aeropress	1	1
directions.the	1	1
mcribs	1	1
insecure	1	1
make/replicate/serve/unearth	1	1
astoundingly	1	1
labocca	1	1
befor	1	1
unguarded	1	1
airless	1	1
jcpenney	1	1
parallel	1	1
amin	1	1
it.she	1	1
w/brown	1	1
preventive	1	1
copal	1	1
amir	1	1
negimaki	1	1
epaulettes	1	1
'runner	1	1
babyshower	1	1
mini-restaurant	1	1
ima	1	1
'mama	1	1
howdy	1	1
16.5	1	1
403	1	1
glutton-	1	1
3:15	1	1
3:10	1	1
408	1	1
diseases	1	1
two..	1	1
money..	1	1
1/17/2009	1	1
coming-of-age	1	1
moines	1	1
the-mill	1	1
tikamasala	1	1
millie	1	1
hour-ish	1	1
gluttons	1	1
althought	1	1
oahu	1	1
irregardless	1	1
alec	1	1
show..trust	1	1
liike	1	1
0.45	1	1
dodged	1	1
e-list	1	1
whattahfail	1	1
revisions	1	1
pounce	1	1
w/chair	1	1
lair	1	1
a'fair	1	1
psychic	1	1
"day,"	1	1
straight-edge	1	1
hollerin	1	1
sept.	1	1
9/6/2013	1	1
semi-upscale	1	1
filibero	1	1
mid-examination	1	1
pmonahan.tumblr.com	1	1
day~	1	1
baguette/whatever	1	1
longterm	1	1
brione	1	1
vodka-based	1	1
nha	1	1
researcher	1	1
omlets	1	1
me-really-for	1	1
defect	1	1
cruelty-free	1	1
lynnette	1	1
hustlin	1	1
quickies	1	1
housesitting	1	1
food/atmosphere	1	1
*rolling	1	1
kindest	1	1
.huh	1	1
galloblanco	1	1
postcards	1	1
portobellini	1	1
skrimp	1	1
..quality	1	1
flash****	1	1
infineon/sonoma	1	1
vitton	1	1
screwd	1	1
tuesdays..	1	1
guapo	1	1
shiz-	1	1
fusili	1	1
post-renovation	1	1
50-cents	1	1
yucko	1	1
non-lettuce	1	1
vigan	1	1
curly-haired	1	1
50-year-old	1	1
..within	1	1
maxi	1	1
delirious	1	1
goosh	1	1
brasseire/caf??	1	1
2.98	1	1
competitively-priced	1	1
potency	1	1
cardboard-chew	1	1
behaviour	1	1
lyle	1	1
twiggys	1	1
wlan-abdeckung	1	1
screensaver	1	1
newsfeed	1	1
pre-corporate	1	1
abouts	1	1
skywalker	1	1
baiz	1	1
kimow	1	1
dupa	1	1
pkg	1	1
peddle	1	1
abouth	1	1
baio	1	1
shabushabu	1	1
bruhs	1	1
f***in	1	1
half-slice	1	1
fashion/home	1	1
lamborghini	1	1
patrons/patients	1	1
aftering	1	1
snowmama	1	1
specails	1	1
paddies	1	1
w.s	1	1
goodbyes	1	1
rademaker	1	1
*guacamole	1	1
patronization	1	1
inconvience	1	1
deffenitely	1	1
vbac	1	1
to/park	1	1
.same	1	1
mushroom/goat	1	1
corners/directions	1	1
#NAME?	1	1
select=ip7iwfw0zsuc3hhg8ni5bq	1	1
souviner	1	1
feline	1	1
//feastinginphoenix.com/	1	1
a**hole	1	1
microwaveable	1	1
.cool	1	1
staking	1	1
looooooooooove	1	1
drowsy	1	1
frangelica	1	1
iabc	1	1
frangelico	1	1
blimp	1	1
calabrese	1	1
12/ticket	1	1
behaviors	1	1
8/28/2013	1	1
select=h8xkl7koxvxnx5r7m86lyg	1	1
pre-selected	1	1
pa-c	1	1
no-mom	1	1
eaters.all	1	1
unchanged	1	1
chocolate-infused	1	1
xxx	1	1
contact/help	1	1
blancos	1	1
kerstin	1	1
comma'ed	1	1
5c	1	1
crostinis	1	1
'kid	1	1
chunked	1	1
store.highly	1	1
forgetable	1	1
keller	1	1
bed-in-a-bag	1	1
media/family	1	1
none-too-pleased	1	1
pathology	1	1
circular-whoo-hoo	1	1
p.e	1	1
niki	1	1
prussia	1	1
bacci	1	1
ccna	1	1
shawty	1	1
disappointed..maybe	1	1
sopaipillas	1	1
.room	1	1
kytbwl	1	1
az-101	1	1
24oz	1	1
snarked	1	1
bang-for-the-buck	1	1
sortiment	1	1
possessed	1	1
p.i.g	1	1
creekstone	1	1
impediment	1	1
rummaging	1	1
proposed	1	1
restaruant	1	1
physique	1	1
sprinkles..they	1	1
grades	1	1
grader	1	1
sinagang	1	1
impecable	1	1
you..price	1	1
enlighten	1	1
firkin	1	1
tom-kha	1	1
art-walk	1	1
peeve-	1	1
fatoosh	1	1
face..boss	1	1
impecably	1	1
#NAME?	1	1
focaccio	1	1
foot-	1	1
.leaving	1	1
vegan..	1	1
salacious	1	1
taste-	1	1
december/january	1	1
tendrils	1	1
descending	1	1
out-of-town-guests	1	1
singh	1	1
ennio	1	1
mmmmmmmms	1	1
mansions	1	1
zeal	1	1
fxahyahn1yiexaqxjh5p3w	1	1
fresee	1	1
have/had	1	1
toddys	1	1
eyelet	1	1
matchup	1	1
painfree	1	1
cut-backs	1	1
comparability	1	1
eggs/chorizo	1	1
jeebies	1	1
incontinence	1	1
gelateria	1	1
mystified	1	1
rhino	1	1
soleri	1	1
5	1	1
skylight	1	1
choosing..all	1	1
foeva	1	1
brawl	1	1
8000sf	1	1
drinks/soup	1	1
pistol	1	1
four-top	1	1
budget/foreign	1	1
shuck	1	1
..tad	1	1
dinned	1	1
nieland	1	1
chile-rub	1	1
50-100+range	1	1
yes..we	1	1
15.25	1	1
ppd	1	1
w/meat	1	1
pps	1	1
batt	1	1
ppv	1	1
dissenting	1	1
anorexic	1	1
cacaphony	1	1
footlongs	1	1
'dim-sum-er	1	1
moisturizing	1	1
scrambler	1	1
*enormous*	1	1
consequences	1	1
camaro	1	1
cashier/cook	1	1
zodiac	1	1
japanese-ish	1	1
stomaching	1	1
m.s.b.s.	1	1
gray-green	1	1
wonderful-tasting	1	1
perez	1	1
healthy-ish	1	1
well-fed	1	1
substances	1	1
34.32	1	1
soundly	1	1
imposters	1	1
squeals	1	1
onioned	1	1
st./roosevelt	1	1
hand-separated	1	1
libra	1	1
moustaches	1	1
verve	1	1
uncovered	1	1
allergen-free	1	1
drinks/chips	1	1
deolicious	1	1
senile	1	1
rd..	1	1
winnings	1	1
non-student	1	1
roa	1	1
roe	1	1
midetterianian	1	1
200	1	1
chessesteak	1	1
8/9/2012	1	1
inverse	1	1
under-promised	1	1
membrillo	1	1
queezy	1	1
passage	1	1
aplomb	1	1
hungover..it	1	1
cloud-	1	1
champon	1	1
rnice	1	1
_cold	1	1
emphasizes	1	1
fraps	1	1
heston	1	1
oftentimes	1	1
'sprinkles	1	1
deeeeelish	1	1
courthouse-	1	1
cashier/order	1	1
illustrating	1	1
citi-zen	1	1
porc	1	1
pore	1	1
thickest	1	1
//laboccapizzeria.com/wp-content/uploads/2013/02/labocca-urban-pizzeria-lunch-dinner-menu.pdf	1	1
trent	1	1
eau-de-ashtray	1	1
shandy	1	1
12:25am	1	1
slow-roasted	1	1
lepone	1	1
dough-5	1	1
poboy	1	1
ginger-ale	1	1
requesite	1	1
tea..which	1	1
#NAME?	1	1
sopaipilla	1	1
kiddis	1	1
jilted	1	1
scripted	1	1
b-12	1	1
select=uzkp4xcw13	1	1
enunciate	1	1
9-Jun	1	1
cavort	1	1
11-Jan	1	1
crab-based	1	1
thetarget	1	1
beautiful-	1	1
shootings	1	1
case-	1	1
dutzenden	1	1
yarnell	1	1
andn	1	1
life-threatening	1	1
ande	1	1
oiwtdnnlhfg-m1lmjaeztq	1	1
preg	1	1
andf	1	1
prez	1	1
w/no	1	1
athena	1	1
baught	1	1
authenic	1	1
attained	1	1
teaser	1	1
teases	1	1
maricopus	1	1
cevichi	1	1
pickly	1	1
citrus-marinated	1	1
mcdobalds	1	1
macross	1	1
paycenter	1	1
dtown	1	1
detritus	1	1
voula	1	1
metropark	1	1
65-year-old	1	1
doubting	1	1
palpitations	1	1
cornflakes	1	1
#NAME?	1	1
clearly-defined	1	1
non-studying/running	1	1
salesladies	1	1
vital	1	1
cleo's-	1	1
owned/	1	1
grooving	1	1
honey-hot	1	1
spice-wise	1	1
jaguars	1	1
4501	1	1
boiee	1	1
5/15/2012	1	1
pay..	1	1
eighth	1	1
20-30mins	1	1
succeeded	1	1
jewelry/accessories	1	1
rollin	1	1
ducasse	1	1
lamented	1	1
marguerita	1	1
zuipers	1	1
jelloy	1	1
inevidable	1	1
cheese/pineapple	1	1
128	1	1
odd..not	1	1
lambrusco	1	1
second-generation	1	1
boooo	1	1
hanks	1	1
acrylic-gel	1	1
briskit	1	1
stewing	1	1
'special	1	1
pleasant-sometimes	1	1
evolution	1	1
rivaling	1	1
porters	1	1
heart-wrenching	1	1
excessiveness	1	1
stabilize	1	1
uzbeki	1	1
flacid	1	1
garauntee	1	1
vindaloos	1	1
host/hostess	1	1
fery	1	1
whiplash	1	1
",definitely"	1	1
gordan	1	1
primebar	1	1
reasoninig	1	1
125	1	1
hold-in-the-wall	1	1
veggies/chicken	1	1
subframe	1	1
extermley	1	1
sloshed	1	1
trendier-looking	1	1
owner/clerk	1	1
study/do	1	1
sunday-funday	1	1
trythe	1	1
yui	1	1
11am-5pm	1	1
ballpoint	1	1
once-in-a-while	1	1
clumped	1	1
accruing	1	1
food-esque	1	1
select=1x1rz-jphgil1l7aotq4zw	1	1
long/large	1	1
in-state	1	1
ip7iwfw0zsuc3hhg8ni5bq	1	1
halfmoon	1	1
garduno	1	1
straight-from-sysco	1	1
fortuitous	1	1
sily	1	1
squashes	1	1
pumice-stone	1	1
instaed	1	1
.veggie	1	1
stylized	1	1
earloog	1	1
enigma	1	1
ran/walked	1	1
goooooooooooooooooood	1	1
soups..french	1	1
pantsless	1	1
calories/sugar	1	1
over-eagerness	1	1
nyquil	1	1
once-over	1	1
select=xbh8omjtpawmzy1y7clmhg	1	1
10minutes	1	1
a.m.this	1	1
deuces	1	1
drinker-i	1	1
chessboard	1	1
salad/sammy/soup	1	1
doppelgangers	1	1
doctors-stevenson	1	1
chicken/half	1	1
..cheese	1	1
departmet	1	1
south-asian	1	1
mok	1	1
hard-on	1	1
crispy/soft/salty	1	1
spit-roasted	1	1
pores	1	1
cevapi	1	1
dory	1	1
jordyn	1	1
pored	1	1
rebaked	1	1
tron	1	1
jt82qozdkg3bdzkid-zynq	1	1
pirotte	1	1
saki-bombers	1	1
crotchity	1	1
trot	1	1
bolillos	1	1
kyot	1	1
foccascia	1	1
arbors	1	1
in-expensive	1	1
gulp	1	1
cupcakes-i	1	1
//www.yelp.com/biz_photos/ubqrhqrmw4sk7kszvz1iaq	1	1
whelming	1	1
club/walmart	1	1
#NAME?	1	1
sopressato	1	1
good..but	1	1
candys	1	1
predicted	1	1
goodness..	1	1
rooty	1	1
180??	1	1
1921	1	1
argyle-like	1	1
dangermouse	1	1
1928	1	1
1929	1	1
braden	1	1
voluntary	1	1
maranatha	1	1
studying-so	1	1
milk-but	1	1
woolf	1	1
3.7	1	1
barging	1	1
doughboys	1	1
rare-medium	1	1
o-sooo-good	1	1
disspointing	1	1
wienerschnitzel	1	1
wwwaayy	1	1
acquiring	1	1
flirtiness	1	1
railway	1	1
derbies	1	1
theme-thorough	1	1
couch-style	1	1
//www.azliquor.gov/query/results_licensenumber.cfm	1	1
updo	1	1
semi-annual	1	1
course-	1	1
dis-interested	1	1
favorite..	1	1
spotlights	1	1
fudge-y	1	1
touring-visitors-around-az	1	1
bendable	1	1
fury	1	1
manicures/	1	1
fluffernutterin	1	1
1211	1	1
andres	1	1
prereq	1	1
johnjay	1	1
recolor	1	1
coherently	1	1
mozzerla	1	1
9/7/2010	1	1
9/7/2012	1	1
removeing	1	1
phatass	1	1
frenchwomen	1	1
sf/sg	1	1
various-all	1	1
cheap/quick	1	1
classic-almost	1	1
casz	1	1
ovations	1	1
cusine	1	1
ultra-swanky	1	1
spaghetti/lasagna	1	1
#NAME?	1	1
impaled	1	1
unreserved	1	1
'wings	1	1
shiner	1	1
participant	1	1
yogurtlands	1	1
nighter	1	1
frequenter	1	1
carribbean	1	1
zeeelicious	1	1
manila	1	1
well-trimmed	1	1
duel	1	1
generated	1	1
retro-diner	1	1
urchins	1	1
pour-over	1	1
one-by-one	1	1
weep	1	1
joint..	1	1
outlandish	1	1
bodied	1	1
w/coleslaw	1	1
brdiesmaid	1	1
macbookpro	1	1
proffessional	1	1
ninth	1	1
softserve	1	1
5-gallon	1	1
#NAME?	1	1
strikeout	1	1
taste.-	1	1
risers	1	1
caterers	1	1
leto	1	1
tea-drinker	1	1
gargling	1	1
*many*	1	1
electrolytes	1	1
gererous	1	1
music..it	1	1
acute	1	1
patrica	1	1
nikwax	1	1
purdue	1	1
dinner..	1	1
wine-tastings	1	1
ladies-what	1	1
#NAME?	1	1
passers	1	1
had..but	1	1
potlucks	1	1
:bartenders	1	1
competitior	1	1
warranting	1	1
freez	1	1
#NAME?	1	1
hi/bye	1	1
lentile	1	1
.these	1	1
kilter	1	1
2600	1	1
beached	1	1
slaughter	1	1
#NAME?	1	1
foodcourt	1	1
'frozen	1	1
parishioners	1	1
half-legit	1	1
beaches	1	1
everrrrrrrrrrrrrr	1	1
discusses	1	1
modern/industrial	1	1
maureen	1	1
curses	1	1
august..	1	1
backdrops	1	1
hoooo	1	1
alleged	1	1
ehm	1	1
shumai	1	1
lindstrom	1	1
relic	1	1
.penny	1	1
avenidas	1	1
sandwicherie	1	1
tostitos	1	1
al-ameera	1	1
hubs-	1	1
not-so-pedestrian/biker-friendly	1	1
blue-cheese	1	1
fredrick	1	1
offical	1	1
creeping	1	1
mallory	1	1
spandwex	1	1
leather-like	1	1
18-24	1	1
18-22	1	1
gueros	1	1
un-inspiring	1	1
pappa	1	1
place-salonsurreal	1	1
#NAME?	1	1
great-spirited	1	1
deviation	1	1
tai/cosmo	1	1
bullets	1	1
assassins	1	1
.zzzzzzzzzzzzz	1	1
giardiniera	1	1
chuey	1	1
crumpled	1	1
finney	1	1
parakeets	1	1
hate-spewing	1	1
codensation	1	1
meditation	1	1
denotes	1	1
yokes	1	1
maynes	1	1
extraneous	1	1
biiiig	1	1
garbling	1	1
tethered	1	1
not-so-tasty	1	1
uptick	1	1
egyptian	1	1
single-use	1	1
wusses..	1	1
kevyn	1	1
regulary	1	1
spetember	1	1
quarter-like	1	1
8.59/	1	1
adjective	1	1
gorgonzola-ish	1	1
butter/half	1	1
minty=	1	1
clinched	1	1
singularly	1	1
mega-theaters	1	1
hissyfits	1	1
9/1/2013	1	1
workout..	1	1
first-world	1	1
breakers	1	1
brillo	1	1
forkers	1	1
jeremiah	1	1
litteraly	1	1
demure	1	1
sua	1	1
facebooking	1	1
rascal	1	1
accola	1	1
phildelphia	1	1
musta	1	1
metal-link	1	1
zaffiro	1	1
0.02	1	1
wind-down	1	1
airoptix	1	1
theresa	1	1
compressed	1	1
egging	1	1
tragedy	1	1
triscuits	1	1
high-school	1	1
whip-like	1	1
oakville	1	1
must-	1	1
dolmas/dolmades	1	1
suntan	1	1
try.very	1	1
what-the-heck-is-this-doing-in-a-college-town	1	1
loping	1	1
5:30-7	1	1
halumi	1	1
quasi	1	1
installments	1	1
grrr..	1	1
phyllo-croissant	1	1
hummus/tabouleh/babganoush	1	1
canollies	1	1
ghetto-est	1	1
flak	1	1
presumed	1	1
bikeless	1	1
mm-mm-mmmm	1	1
tisplace	1	1
dinner/hh	1	1
grouponites	1	1
coor	1	1
renata	1	1
follow-thru	1	1
en-route	1	1
'desert	1	1
metamorphosis	1	1
sauce..plus	1	1
barszcz	1	1
84	1	1
talapia	1	1
guttural	1	1
*for	1	1
entrees-	1	1
bare-bone	1	1
go-back	1	1
concentrating	1	1
contingency	1	1
oops..	1	1
desert-hummer	1	1
fenway	1	1
beef-flavored	1	1
remax	1	1
lifeguards	1	1
wallett	1	1
memorable-	1	1
cugurt	1	1
milwaukee	1	1
pistons	1	1
clashed	1	1
skosztowal	1	1
polos	1	1
tea-taste	1	1
douchenozzle	1	1
stereo-typical	1	1
porcelin	1	1
for-ev-er	1	1
mccarron	1	1
burro-all	1	1
lohan	1	1
chichen	1	1
bruchetta..	1	1
hash-brown-like	1	1
armitage	1	1
settings/decorations	1	1
malbecs	1	1
thing..	1	1
ok..i	1	1
cool-ness	1	1
oppressed	1	1
dinged	1	1
'eff	1	1
impersonation	1	1
line-up	1	1
hilt	1	1
hydraulic	1	1
faqs	1	1
cutezi	1	1
compliement	1	1
stuck-in-the-seventies	1	1
gotdamn	1	1
tithgter	1	1
socratic	1	1
roofs	1	1
mini-resort	1	1
lagniappe	1	1
tato	1	1
upc	1	1
100000	1	1
ab/stretching	1	1
coctel	1	1
bullsh*t	1	1
allez	1	1
off-afternoon	1	1
bourgeoisie	1	1
cucumber/ginger	1	1
small-chopped	1	1
repasts	1	1
harpers	1	1
trackpad	1	1
ciento	1	1
mcflurry	1	1
dv5kaqbuha-95ngz5h8ona	1	1
az..	1	1
gpm	1	1
sedona-style	1	1
color/shine	1	1
interviews	1	1
sketch..but	1	1
stay-at-home	1	1
irritates	1	1
scatterebrained	1	1
hamptons	1	1
finespun	1	1
calculations	1	1
scooby	1	1
sainz	1	1
kowasaki	1	1
rifle	1	1
versatility	1	1
shrunken	1	1
drink..	1	1
getting/keeping	1	1
deparment	1	1
auto-body	1	1
8:35	1	1
tongues	1	1
skyscrapers	1	1
exert	1	1
healthy/semi-healthy	1	1
usual..they	1	1
lowrider	1	1
#NAME?	1	1
dessert-lover-foreverandever	1	1
pashminas	1	1
hopelessly	1	1
gwith	1	1
beergarden	1	1
boho	1	1
un-pc	1	1
indiscernible	1	1
7/15/2012	1	1
exec	1	1
eee	1	1
terrible..pizza	1	1
fangled	1	1
exes	1	1
fancy/trendy	1	1
splendas	1	1
museum..taxidermal	1	1
ditzy	1	1
biscut	1	1
meh-not	1	1
triple-d	1	1
digiorno	1	1
yogunazi	1	1
drooling-	1	1
stumped	1	1
breakfast-eating	1	1
2012-	1	1
palmaire	1	1
whiffle	1	1
tilly	1	1
tills	1	1
yiur	1	1
freshly-prepared	1	1
spice..it	1	1
intermezzo	1	1
drop-down	1	1
miss-fire	1	1
invoke	1	1
maintenence	1	1
novelas	1	1
cream.i	1	1
5-Nov	1	1
4-Nov	1	1
proces	1	1
1-Nov	1	1
cota	1	1
glaze/sauce	1	1
nightengale	1	1
pleasantville	1	1
goey	1	1
relentless	1	1
rockhoper	1	1
resaturant	1	1
tasteeee	1	1
polsce	1	1
..anyway..i	1	1
chambers	1	1
pass-thru	1	1
consultative	1	1
visualize	1	1
threats	1	1
'real	1	1
meat-eaters	1	1
jasmin	1	1
hutlacoche	1	1
#NAME?	1	1
silicone	1	1
betrayed	1	1
hundred-dollar	1	1
cosmetologist	1	1
franchisee	1	1
"6,089"	1	1
filthiest	1	1
shorthanded	1	1
bandit	1	1
nightclub-seeming	1	1
fudds	1	1
flauta/taquito	1	1
briane	1	1
single-option	1	1
mcmenamins	1	1
comforable	1	1
o'keefe	1	1
sweel	1	1
fri-sun	1	1
aaaahing	1	1
9-midnight	1	1
startling	1	1
durning	1	1
about/over	1	1
long..the	1	1
affectionate	1	1
institutionalized	1	1
dude-	1	1
..und	1	1
demolishing	1	1
plasmas	1	1
lunch..but	1	1
6oz	1	1
expertly-roasted	1	1
vegies	1	1
ohmygod	1	1
shortened	1	1
concurrently	1	1
demon	1	1
demos	1	1
kale-aid	1	1
cevice	1	1
*hold	1	1
gravy..tasted	1	1
self-wash	1	1
badgering	1	1
occasonally	1	1
separately-	1	1
anything-ist	1	1
treasure..seriously	1	1
would't	1	1
bourgeois	1	1
southport	1	1
expert/fanantic	1	1
b.r	1	1
atcha	1	1
lavaselas	1	1
garlicky-tahini-hummus	1	1
260	1	1
5am	1	1
b.g	1	1
moseys	1	1
chosing	1	1
12:02pm	1	1
epcot	1	1
pre-dancing	1	1
chateaubriand	1	1
meanest	1	1
freakishly	1	1
humanoid	1	1
cambodian-themed	1	1
#NAME?	1	1
tuxedo	1	1
tormented	1	1
2.12	1	1
finder	1	1
