word	tag	count	occurrence
feng	NNP	1	1
aug.	NNP	1	1
.salad	JJ	1	1
thyroid/kidney	JJ	1	1
waterway	NN	1	1
stem	VBP	1	1
shootings	NNS	1	1
soemone	NN	1	1
overtones	NNS	1	1
mouthasim	NNP	1	1
exercising	VBG	1	1
f/b	JJ	1	1
crucifix	NN	1	1
barbarians	NNS	1	1
whyyy	NNP	1	1
-7	-NONE-	1	1
chalk	VB	1	1
art	RB	1	1
here.very	JJ	1	1
them-	NNP	1	1
frowning	NN	1	1
humbolt	NN	1	1
select=51p1e4tjiyqoj62ojhkvlw	JJ	1	1
m-e-m-b-r-i-l-l-o	JJ	1	1
b52s	NNP	1	1
ymca	NN	1	1
sanitized	JJ	1	1
brownie*	-NONE-	1	1
pintos	NNS	1	1
practical	NNP	1	1
kio	NNP	1	1
munchies	NNP	1	1
clean	VBN	1	1
uvula	NN	1	1
huh..	NNP	1	1
hibernating	VBG	1	1
3rd/4th	JJ	1	1
refueling	VBG	1	1
twinkies	NNPS	1	1
cashew	VB	1	1
select=kyaovkefz0hptrycertbca	NNP	1	1
great-aunt	NN	1	1
guiltily	RB	1	1
bat	NNP	1	1
rittersport	NNP	1	1
initialed	VBN	1	1
scoping	VBG	1	1
medlock	NNP	1	1
tackle	NN	1	1
update-	NN	1	1
tip	VBN	1	1
rivel	NN	1	1
higgins	NNP	1	1
tortilini	NNP	1	1
minimize	NN	1	1
rive	NNP	1	1
reported	NNP	1	1
aight	VBD	1	1
befo	NNP	1	1
chese	JJ	1	1
attatched	VBD	1	1
#NAME?	JJ	1	1
shroud	NN	1	1
bothersome	NN	1	1
curries	NNP	1	1
slang	NN	1	1
heh	NNP	1	1
breweries	NNPS	1	1
kraut	IN	1	1
ale	VBP	1	1
aftereffect	NN	1	1
tempa	NN	1	1
retoxing	NN	1	1
creemy	NN	1	1
grandiose	VBP	1	1
resourceful/economical/efficient	JJ	1	1
yummo..	NNP	1	1
abs	NNS	1	1
abs	NNP	1	1
closing	NNP	1	1
simulated	VBN	1	1
cardboard-chew	JJ	1	1
glutenated	VBD	1	1
bismati	NN	1	1
vbac	NNP	1	1
screenings	NNS	1	1
tenderly	RB	1	1
//playnpt.com/	JJ	1	1
baiz	NNP	1	1
coladas	VBD	1	1
condor	NNP	1	1
silicone	NN	1	1
hang-over	NN	1	1
bush	JJ	1	1
pardon	IN	1	1
pool/gym/spa	NNP	1	1
creamer	RBR	1	1
uh-mazing	JJ	1	1
chains-	NN	1	1
safeways	NNS	1	1
corked	VBN	1	1
hardening	VBG	1	1
greasy~crispy	JJ	1	1
conflicted	VBD	1	1
chicano	NN	1	1
chow	VBP	1	1
valid	VBD	1	1
qtips	VBZ	1	1
delious	JJ	1	1
gratis	VBZ	1	1
dealchicken.com	NNP	1	1
remain	IN	1	1
/day	JJ	1	1
jordyn	NNP	1	1
clash	NN	1	1
inebriator	NNP	1	1
calm	VBP	1	1
spicy/adding	JJ	1	1
horology	NN	1	1
zuzana	NNP	1	1
shoud	VBD	1	1
goodfellows	NNPS	1	1
suoi	VBP	1	1
seventeen	VBN	1	1
lars	NNS	1	1
was-when	JJ	1	1
==	:	1	1
betrayal	JJ	1	1
20-40	CD	1	1
nfw	NNP	1	1
lake	VBP	1	1
curtesy	NN	1	1
ciabatta-style	JJ	1	1
eye-crossing	JJ	1	1
gorgonzola/white	JJ	1	1
put..	NNP	1	1
tangy-creamy	JJ	1	1
'smores	NNS	1	1
omissions	NNS	1	1
consign-	NNP	1	1
congeals	NNS	1	1
george	NN	1	1
#NAME?	JJ	1	1
gooey	NNP	1	1
non-travelling	JJ	1	1
non-gmo	NN	1	1
kenneth	NNP	1	1
tilts	NNS	1	1
buca	NN	1	1
status	VBZ	1	1
music/theme/crowd	JJ	1	1
lay-low	JJ	1	1
italian/sicilian	JJ	1	1
skirting	NN	1	1
transportatation	NN	1	1
luck	VBP	1	1
gow	NN	1	1
fatter	NN	1	1
overpay	NN	1	1
weedy	JJ	1	1
burger'ish	JJ	1	1
artists	VBZ	1	1
response	VBP	1	1
founded	VBD	1	1
income/profit	NN	1	1
brak	VBP	1	1
kush	NNP	1	1
up/copper	NNP	1	1
poki	NN	1	1
work..	NNP	1	1
chairs/couches	NNS	1	1
nyt	NNP	1	1
bruchetta-	NN	1	1
aol	NNP	1	1
cruz	NN	1	1
butternut	IN	1	1
b.r	JJ	1	1
surge	NN	1	1
eeeeehhh	NNP	1	1
tearoom	NNP	1	1
chizona	NNP	1	1
karmaliete	NNP	1	1
aqueduct	NN	1	1
huggeeeeeee	JJ	1	1
seat-belt	JJ	1	1
handcrafted	NNP	1	1
dishrag	NN	1	1
prepaid	VBN	1	1
pealed	VBN	1	1
wingless	NN	1	1
tortoise	NNP	1	1
conversation.lgo	NNP	1	1
mochanut	NNP	1	1
lmo	NNP	1	1
prouduce	NN	1	1
ingeniousness	NN	1	1
counter-	NNP	1	1
yesssssss	NNP	1	1
ritos	NNP	1	1
deigned	VBD	1	1
directory	NNP	1	1
parents/grandparents	NNS	1	1
griswold	NNP	1	1
pre-fab	JJ	1	1
krispie	NNP	1	1
poop	VB	1	1
malbec-braised	JJ	1	1
'dangit	JJ	1	1
house.wow	NN	1	1
bh	NNP	1	1
gambling	VBG	1	1
zd8_q00pds1xvtrc6cgdga	NNP	1	1
wiseass	NNP	1	1
perfecto	RB	1	1
falafel	VB	1	1
admitt	VBP	1	1
hopelessly	RB	1	1
ensues	VBZ	1	1
a.maz.ing	JJ	1	1
preggers	NNS	1	1
gallette	NN	1	1
encased	VBD	1	1
wtf.	NNP	1	1
tenth	NN	1	1
mochii	NN	1	1
bw3	NNP	1	1
code	VBP	1	1
apporiately	RB	1	1
sillyness	NN	1	1
mayan	NN	1	1
gringo-style	JJ	1	1
trees	VBZ	1	1
botiques	NNS	1	1
shattering	VBG	1	1
www.grinderscoffeeco.com	NN	1	1
petty	JJ	1	1
jk	VBD	1	1
quibble	JJ	1	1
downtown-midtown	JJ	1	1
sparse	VB	1	1
sandiwch	VBP	1	1
robins	NNP	1	1
zigeuner	NNP	1	1
marilo	NNP	1	1
unprocessed	VBN	1	1
undergrowth	NN	1	1
stint	NN	1	1
champagnes	NNS	1	1
grant	VBP	1	1
welsh	JJ	1	1
seamed	VBN	1	1
glassed	VBN	1	1
frome	NN	1	1
mcgrath	NNP	1	1
navaho	NNP	1	1
gig	VB	1	1
beveled	VBD	1	1
gelly	NNP	1	1
comb	VB	1	1
apple/granola	NN	1	1
hues	NNS	1	1
countenance	NN	1	1
outdone	NN	1	1
astroturf-ish	JJ	1	1
lopped	VBD	1	1
jingle	NN	1	1
lockerrooms	NNP	1	1
pomagranite	NN	1	1
huge-	NNP	1	1
subway	RB	1	1
/nostalgic	JJ	1	1
resubmitted	VBD	1	1
detract	JJ	1	1
sworen	NNP	1	1
resubmitted	VBN	1	1
40th..	CD	1	1
octopus	JJ	1	1
oops..	NNP	1	1
entrees-	NNP	1	1
pre-valentine	JJ	1	1
laundered..the	JJ	1	1
kneel	VB	1	1
theatre-then	JJ	1	1
*anywhere*	-NONE-	1	1
steak/carne	JJ	1	1
downsides	NNP	1	1
decadent	VBD	1	1
skincare	NN	1	1
faves	NNP	1	1
carbs	NNP	1	1
over-	NNP	1	1
arise	NN	1	1
sides	NNPS	1	1
rubbernecked	VBD	1	1
firing	VBG	1	1
6pm-11pm	CD	1	1
expects	VBZ	1	1
flame	NNP	1	1
abandonment	NN	1	1
honors	NNPS	1	1
chaser	NN	1	1
casted	VBN	1	1
atami	NNP	1	1
thumb-twist	JJ	1	1
haute	NN	1	1
internation	NN	1	1
novels	NNS	1	1
laurels	NNS	1	1
shrill	RB	1	1
unveiled	VBN	1	1
lamps	NNP	1	1
spaghetti-saucey	JJ	1	1
gym	VB	1	1
scramblers	NNS	1	1
definably	RB	1	1
flemington	NNP	1	1
be..	NNP	1	1
email.i	NNP	1	1
demonstrated	VBN	1	1
danny	VB	1	1
non-perishable	JJ	1	1
pasted-everywhere	JJ	1	1
user-friendly	JJ	1	1
pillars	NNS	1	1
fattoria	NNP	1	1
unbridled	VBN	1	1
moss	NNP	1	1
slobber	JJR	1	1
shih	NNP	1	1
byofork	NNP	1	1
delirious	JJ	1	1
exsperience	NN	1	1
kiersten	NNP	1	1
pre-christmas	NNP	1	1
sta	NN	1	1
respecting	VBG	1	1
north-bound	JJ	1	1
*no	NN	1	1
mightly	RB	1	1
blare	VB	1	1
bhajis	NNP	1	1
waitress/waiter	JJ	1	1
duckfat	IN	1	1
yellowstone	NNP	1	1
steves	NNP	1	1
affair	JJ	1	1
ballet	VB	1	1
slather	VBP	1	1
manhattans	NNS	1	1
visually-pleasing	JJ	1	1
enhancement	NN	1	1
combos	NNP	1	1
waiters/waitress	JJ	1	1
jcrew..	NNP	1	1
slush	JJ	1	1
7-incher	JJ	1	1
orchiette	NNP	1	1
woop	VBP	1	1
gow	NNP	1	1
_any_	NNP	1	1
feeling..	NNP	1	1
divey-esque	JJ	1	1
egypt	NNP	1	1
water	VB	1	1
cuon	NNP	1	1
short	VBD	1	1
brightened	VBN	1	1
email	JJ	1	1
variety	NNP	1	1
con	VB	1	1
brightened	VBD	1	1
bytes	NNS	1	1
spa	CD	1	1
phased	VBN	1	1
strobe	NN	1	1
30/mo	CD	1	1
shepherd	VB	1	1
drizzled	JJ	1	1
pseudonym	NN	1	1
turtle	JJ	1	1
bunch	VB	1	1
half-pint	JJ	1	1
horatio	NNP	1	1
gingerly	RB	1	1
size/slice	NN	1	1
carabbas	NNS	1	1
overnighter	NN	1	1
ia	NN	1	1
dry/style	JJ	1	1
shum	NN	1	1
banana/carmel/graham	NN	1	1
shoot-	NN	1	1
bones	NNP	1	1
marshal	NNP	1	1
tiramisu*	-NONE-	1	1
recomending	VBG	1	1
ludicrous	JJ	1	1
comerica	NNP	1	1
expediter	NN	1	1
one-year	JJ	1	1
wooooooong	NNP	1	1
gauco	NN	1	1
mean..	VBP	1	1
guaranteed	RB	1	1
rowdy	NNP	1	1
81	CD	1	1
refute	VB	1	1
fresh-from-the-freezer	JJ	1	1
moons	NNP	1	1
diddly	RB	1	1
gapped	VBD	1	1
mind-numbing	JJ	1	1
people	VBP	1	1
skullpt	NNP	1	1
heady	JJ	1	1
cusine	NN	1	1
agendas	NNS	1	1
mid-late	JJ	1	1
fakers	NNS	1	1
'must-see	JJ	1	1
love_	NNP	1	1
scaloppini	NNP	1	1
nieman	NNP	1	1
cooling	NN	1	1
stop-but	VB	1	1
triumphant	NN	1	1
25-35	CD	1	1
counter	RBR	1	1
advent	NN	1	1
g-	NNP	1	1
bwws	NNP	1	1
usual..they	JJ	1	1
bialy	RB	1	1
w/thai	-NONE-	1	1
mirrored	NNP	1	1
host/shift	JJ	1	1
outlived	VBN	1	1
futbol	NN	1	1
purple	NNP	1	1
foodcourt	NN	1	1
duvel	NNP	1	1
#NAME?	JJ	1	1
15-50	CD	1	1
locator	NN	1	1
lingers	NNS	1	1
trendier-looking	JJ	1	1
teri	NNP	1	1
//www.yelp.com/biz_photos/ubqrhqrmw4sk7kszvz1iaq	JJ	1	1
garlicky-tahini-hummus	JJ	1	1
kids-	NN	1	1
stagecoach	NN	1	1
laprad	NNP	1	1
post-drink	JJ	1	1
tycoon	NN	1	1
catholics	NNP	1	1
stalla~	NNP	1	1
contagion	NN	1	1
steig	NNP	1	1
semi	PRP	1	1
robbins	NNS	1	1
tomasito	NNP	1	1
.way	JJ	1	1
acquaintances	NNS	1	1
quarterback	NN	1	1
sitiuation	NN	1	1
aloud	VBN	1	1
french-style	JJ	1	1
ditzy	JJ	1	1
kerstin	NNP	1	1
highrises	NNS	1	1
in-expensive	JJ	1	1
smile	IN	1	1
comfort-wise	NNP	1	1
vaquero	NNP	1	1
beauty/vitamin	JJ	1	1
unite	NNP	1	1
shopping/dining	JJ	1	1
stoners	NNS	1	1
jaggedy	JJ	1	1
w/rice	NN	1	1
decor	VBP	1	1
12/8.i	CD	1	1
rattling	NN	1	1
regurgitation	NN	1	1
arive	NN	1	1
snaked	VBD	1	1
gravy-like	JJ	1	1
rates	NNP	1	1
ana	NNP	1	1
cat=02	-NONE-	1	1
varieties	VBZ	1	1
sibling	NN	1	1
byob	VB	1	1
matteo	NNP	1	1
somesort	NN	1	1
ohmahgawds	NNP	1	1
salsa..mix	JJ	1	1
hostest	NN	1	1
shouted	VBN	1	1
redbull	NNP	1	1
mangoes	VBZ	1	1
departing	NN	1	1
on/off	JJ	1	1
noon	VB	1	1
federal	JJ	1	1
wonderful-tasting	JJ	1	1
cures	NNS	1	1
moisten	VB	1	1
nimwits	VBZ	1	1
posh	VBP	1	1
fremont	NN	1	1
around..	NNP	1	1
overhyped	NNP	1	1
slugs	NNS	1	1
obligate	JJ	1	1
disown	VB	1	1
zen32	NNP	1	1
amarillo	NNP	1	1
miguels	NNPS	1	1
foh	NNP	1	1
porkopolis	NNP	1	1
two-month	JJ	1	1
1.6	CD	1	1
w/tip	CD	1	1
rob	VB	1	1
congestion	NN	1	1
grilling/cooking	JJ	1	1
belw	VB	1	1
'date	JJ	1	1
..could	MD	1	1
ernest	NNP	1	1
yoshie	NNP	1	1
chocolately	RB	1	1
redux	VB	1	1
chimay	NNP	1	1
supplant	VB	1	1
christmassy	NNP	1	1
dave	NN	1	1
~true	JJ	1	1
maintence	NN	1	1
utterly	NNP	1	1
hoison	NN	1	1
shifted	VBD	1	1
disowned	VBD	1	1
laughter	JJR	1	1
sweeet	NNP	1	1
prego	RB	1	1
start	VBN	1	1
zu	NN	1	1
mexican-style	NNP	1	1
charbroiled	JJ	1	1
misir	NNP	1	1
az-101	-NONE-	1	1
washed	NNP	1	1
guac/salsa	JJ	1	1
rationed	VBN	1	1
8.95.the	CD	1	1
blowouts	NNS	1	1
sloshed	VBN	1	1
roll	MD	1	1
chicken/cheese	JJ	1	1
pfeifer	NNP	1	1
150+	CD	1	1
truffled	VBD	1	1
epilogue	NNP	1	1
same.there	JJ	1	1
hive	NN	1	1
philosphy	NN	1	1
falling	NNP	1	1
biter	NN	1	1
content-wise	JJ	1	1
hungry/thirsty	JJ	1	1
winkies	NNS	1	1
i4o2v9ipmm2o6zni4eyhuq	NNP	1	1
bec	JJ	1	1
easy-pleasy	JJ	1	1
hormonal	JJ	1	1
son-in-law	NN	1	1
4:30-7:30	CD	1	1
canadian	NNP	1	1
3.15	CD	1	1
chanels	NNP	1	1
deigo	NNP	1	1
luch	JJ	1	1
sinigang	NNP	1	1
waiter	JJ	1	1
smashburgers	NNP	1	1
smashburgers	NNS	1	1
two-actor	NN	1	1
carbonization	NN	1	1
mumbles	VBZ	1	1
giddy	VB	1	1
pay/order	JJ	1	1
seafood+steak	JJ	1	1
mcgiven	CD	1	1
gag/stocking	JJ	1	1
exploratory	NN	1	1
thoooseee	NN	1	1
gut	IN	1	1
almond-goodness	NN	1	1
ashlee	NNP	1	1
uncompromising	VBG	1	1
victoria	NN	1	1
smaller/differently	RB	1	1
jetsons	NNS	1	1
shortrib	NN	1	1
nashville	NNP	1	1
arrogance	NNP	1	1
carpool	VB	1	1
multitasking	VBG	1	1
cnn	NN	1	1
pequeno	NN	1	1
soundproofing	NN	1	1
carta	NN	1	1
drizzling	VBG	1	1
seeds	VBZ	1	1
chose	DT	1	1
longed	VBN	1	1
lifespan	NN	1	1
over-frosting	JJ	1	1
henderson	NNP	1	1
meritage	NN	1	1
w/canned	JJ	1	1
midsection	NN	1	1
hefweizen	NN	1	1
approx	JJ	1	1
weber	NNP	1	1
quality-wise	JJ	1	1
'pops	NNP	1	1
soils	NNS	1	1
on-board	JJ	1	1
like/dislikes	JJ	1	1
2.65	CD	1	1
procedures/follow-ups	NNS	1	1
visiting	NNP	1	1
tonnns/	-NONE-	1	1
12/ticket	CD	1	1
execute	VB	1	1
unjustifiably	RB	1	1
shunned	VBD	1	1
later-not	JJ	1	1
notario	NNP	1	1
10pm-2am	CD	1	1
biatch	NN	1	1
++	:	1	1
ribbon	NNP	1	1
marrys	NNS	1	1
stolen	VBP	1	1
worrisome	VBN	1	1
34.95	CD	1	1
emcee	VB	1	1
moonson	NN	1	1
pa-naeng	JJ	1	1
ossam	NNP	1	1
feline	NN	1	1
'melt	NNP	1	1
lamborghini	NNP	1	1
tabula	NN	1	1
sorghum	NN	1	1
penzey	NNP	1	1
currant	NNP	1	1
budino	NNP	1	1
musketeer	NNP	1	1
dined-in	JJ	1	1
pulao	NNP	1	1
prepay	NN	1	1
marrakech	NN	1	1
corrupt	JJ	1	1
jalopeno	DT	1	1
quinoa/bean	JJ	1	1
rasberry	NNP	1	1
unbathed	VBD	1	1
transportation/town	JJ	1	1
shakes/malts	NNS	1	1
ninth	NN	1	1
lump	NNP	1	1
correspond	VB	1	1
nut	IN	1	1
#NAME?	-NONE-	1	1
somehow	VBD	1	1
ziplock	NN	1	1
'reviewer	NN	1	1
instalation	NN	1	1
relics	NNS	1	1
contracting	VBG	1	1
tepan	VBD	1	1
crumby	NN	1	1
babyshower	NN	1	1
meanness	NN	1	1
kvetching	VBG	1	1
mirliton	NNP	1	1
ribless	NN	1	1
bumper	JJR	1	1
tty	NNP	1	1
martini's..	NNP	1	1
meld	NN	1	1
teass	NN	1	1
yelp-he	JJ	1	1
hipter	NN	1	1
a-ok..except	JJ	1	1
hopefulness	NN	1	1
urge	VB	1	1
self/	NN	1	1
wow-factor	NN	1	1
boob-showing	JJ	1	1
coworker	NNP	1	1
karate	VBP	1	1
fairwinds	VBZ	1	1
'amazing	JJ	1	1
pixels	NNS	1	1
harvey	NNP	1	1
menu-	NNP	1	1
scroll	VB	1	1
201	CD	1	1
cubed	VBD	1	1
supahhh	JJ	1	1
kobe	VB	1	1
picky/cheap	JJ	1	1
vsp	NNP	1	1
mint-yogurt	NN	1	1
golden	NNS	1	1
prey	NN	1	1
acting	NN	1	1
spectacle	NN	1	1
zamorano	NN	1	1
genius	RB	1	1
crave-inducing	JJ	1	1
4-hour	CD	1	1
saucony	NNP	1	1
inserts	NNS	1	1
raibow	NNP	1	1
right-not	JJ	1	1
wheelchair	VB	1	1
exposed	JJ	1	1
myzithra	NNP	1	1
ditching	VBG	1	1
though.the	JJ	1	1
horrendously	RB	1	1
replace..	NNP	1	1
puzzle	NN	1	1
paved	NNP	1	1
holidays	VBZ	1	1
forbidden	NN	1	1
morimoto	NNP	1	1
sqft	NN	1	1
love-it	JJ	1	1
w/meat	JJ	1	1
1:50pm	CD	1	1
astute	JJ	1	1
excitedly	RB	1	1
gongonzola	NN	1	1
unavailble	JJ	1	1
rancid	NNP	1	1
heartburn	VBP	1	1
curbside	NNP	1	1
ultrasounds	NNS	1	1
toddles	NNS	1	1
ground	VBD	1	1
salvadorian	NNP	1	1
wizard	NN	1	1
fielding	VBG	1	1
damsel	NN	1	1
northwest	VBP	1	1
siciian	NNP	1	1
validity	NN	1	1
carcinoma	NN	1	1
enchilada/relleno/	JJ	1	1
destroys	VBZ	1	1
documentation	NN	1	1
trounced	VBD	1	1
3|butter	CD	1	1
behavoir	NN	1	1
shabu	NNP	1	1
ceramix	NNP	1	1
meatl	NN	1	1
namesake	VB	1	1
"3,000+"	CD	1	1
appreciators	NNS	1	1
bclub	NNP	1	1
low/cold	JJ	1	1
woes	NNS	1	1
spent	JJ	1	1
'bakery	JJ	1	1
revoltingly	RB	1	1
saporo	NNP	1	1
lewis	NNP	1	1
alliance	NNP	1	1
rscottjones	NNS	1	1
eye..she	JJ	1	1
physcial	JJ	1	1
trout-which	JJ	1	1
wick	VB	1	1
llantera	NN	1	1
comprehensive	VB	1	1
paramo	NNP	1	1
bar/saloon..	NNP	1	1
mnf	NNP	1	1
sandoval	NNP	1	1
sister	RBR	1	1
beerlette	NNP	1	1
melee	NNP	1	1
crunk	NN	1	1
bc	JJ	1	1
separated	VBD	1	1
glace	NN	1	1
oxbow	NNP	1	1
upheld	VBN	1	1
buen	NN	1	1
mahkani	NNP	1	1
skittish	JJ	1	1
taxidermist	VBN	1	1
swaying	NN	1	1
sandwiches..would	MD	1	1
particulary	JJ	1	1
hyundai	NNP	1	1
clubbing	VBG	1	1
two-pc	JJ	1	1
yulu	NNP	1	1
hot-spot	NN	1	1
loveeee	NN	1	1
purty	NN	1	1
q'doba	NNP	1	1
sardinian	JJ	1	1
pinnacle	VB	1	1
select=5g_nz1dhbewqzbre0cbclg	JJ	1	1
appraiser	NN	1	1
.french	JJ	1	1
7/14/2010	CD	1	1
lingonberries	NNS	1	1
frisbees	NNS	1	1
frisbees	NNP	1	1
phxrnchmrkt	NN	1	1
gallbladder	NN	1	1
localdines	NNP	1	1
hilton	NN	1	1
parks	VBZ	1	1
barnyard	NNP	1	1
ricardo	NNP	1	1
figure	NNP	1	1
blinged	VBD	1	1
taping	VBG	1	1
2.66	CD	1	1
/person	CD	1	1
border-esque	NNP	1	1
zenith	NNP	1	1
scrapping	VBG	1	1
ship-to-store	JJ	1	1
gaminess	NN	1	1
3/19/2010	CD	1	1
overlaps	VBZ	1	1
bushy	JJ	1	1
super-attentive	JJ	1	1
thoroughness	NN	1	1
elderflower	NNP	1	1
horchatas	NNS	1	1
andiario	NNP	1	1
west	VBD	1	1
finde	NN	1	1
cofco	NNP	1	1
vesuvio	NNP	1	1
west	VBN	1	1
sambra	NNP	1	1
stews	NNS	1	1
pizza-pizza	JJ	1	1
camelback..easy	JJ	1	1
for..the	DT	1	1
rarely	NNP	1	1
believe	JJ	1	1
11/2/2010	CD	1	1
cheese/cracker	JJ	1	1
clumping	VBG	1	1
campagnola	NNP	1	1
spotlights	NNS	1	1
unceremoniously	RB	1	1
inthe	DT	1	1
paring	NN	1	1
heron	NN	1	1
prowling	NNP	1	1
communicates	VBZ	1	1
ont	NNP	1	1
saut??	NNP	1	1
wonderful.we	JJ	1	1
bar-food	JJ	1	1
pews	VBZ	1	1
salmon	CD	1	1
special-less	JJ	1	1
adorn	VBP	1	1
..this	JJ	1	1
cement	VBP	1	1
canters	NNP	1	1
takei	NNP	1	1
hacienda	NNP	1	1
twist	JJ	1	1
quell	VB	1	1
la-quality	NN	1	1
cardiologists	NNS	1	1
betch	NN	1	1
hkad	NNP	1	1
traintrack	NNP	1	1
framboise	VBP	1	1
fhs	NNP	1	1
limone	NNP	1	1
pasta	RB	1	1
trotter	NN	1	1
street	VBP	1	1
ayor	NNP	1	1
obento	NN	1	1
madtv	NNP	1	1
species	NN	1	1
superficial	NN	1	1
surprising	NN	1	1
canasta	NN	1	1
wised	VBD	1	1
promotions..	NNP	1	1
tou	NNP	1	1
richardsons	NNP	1	1
chips-i	NNP	1	1
deadmau5	NNP	1	1
*blushes*	-NONE-	1	1
udon	VBN	1	1
_eskimo_	NNP	1	1
dest	NN	1	1
inconvenience	VB	1	1
lowkey	NN	1	1
.small	JJ	1	1
fuddy	NNP	1	1
lrdlt	NNP	1	1
#NAME?	JJ	1	1
non-scottsdale	JJ	1	1
low-brand	JJ	1	1
pincher	NN	1	1
livid	JJ	1	1
blowdry	NN	1	1
mucho	RB	1	1
tour	CD	1	1
unapproachable	JJ	1	1
moroccan	JJ	1	1
.muy	JJ	1	1
denied	NNP	1	1
cashier/barista	NNP	1	1
pain-in-the-ass-project	NN	1	1
capellini	NN	1	1
strategies	NNS	1	1
slightly	NNP	1	1
elton	NNP	1	1
sling	NN	1	1
prepairing	VBG	1	1
karolien	NNP	1	1
mint..	NNP	1	1
once.	NNP	1	1
inlcudes	NNS	1	1
individual	NNP	1	1
defense	NNP	1	1
waittttttttt	NN	1	1
249	CD	1	1
'much	JJ	1	1
5	NN	1	1
flemmings	NNP	1	1
burgers	VBP	1	1
duvets	NNS	1	1
tue	NN	1	1
evaporated	VBN	1	1
hurtin	NN	1	1
innocent	JJ	1	1
him.i	NNP	1	1
vespar	NNP	1	1
autos	NNS	1	1
stumbled	JJ	1	1
american-asian	JJ	1	1
carvers	NNS	1	1
passbook	NN	1	1
of-the-moment	JJ	1	1
rockfish	JJ	1	1
loungin	NN	1	1
vodka-and-whatevs	CD	1	1
unfortunatly	RB	1	1
horrible..the	JJ	1	1
last-	NN	1	1
calcium	NN	1	1
zza	NN	1	1
apply	NN	1	1
tersely	RB	1	1
squat	VB	1	1
negro	RB	1	1
motorcycle	NNP	1	1
pretend	NNP	1	1
allan	NNP	1	1
cherokee	NN	1	1
return..	NNP	1	1
select=d-ovx_pn6cdce7cuqojlkg	JJ	1	1
couple/few	JJ	1	1
indomitable	JJ	1	1
289	CD	1	1
job-no	JJ	1	1
mccaffrey	NNP	1	1
talkin	NN	1	1
doo-wop	JJ	1	1
pebbled	JJ	1	1
downhill-	-NONE-	1	1
eaves	NNS	1	1
absorbing	VBG	1	1
rellanos	VBZ	1	1
permit	VBP	1	1
'captain	JJ	1	1
atomosphere	JJ	1	1
twas	VBD	1	1
enveloping	VBG	1	1
extenstion	NN	1	1
hfi	NNP	1	1
class-m	NN	1	1
imediatly	RB	1	1
submitted	NNP	1	1
hubster	NNP	1	1
bfast	VBD	1	1
f*ing	JJ	1	1
saps	NNS	1	1
pots/pans/dishes/tea	NN	1	1
rite	JJ	1	1
escamochas	NNS	1	1
chew	VBP	1	1
awhile	VB	1	1
roundabout	NN	1	1
soo..	NNP	1	1
garden-fresh	JJ	1	1
gusting	VBG	1	1
gratine	NN	1	1
charmer	NN	1	1
..both	JJ	1	1
mit	NN	1	1
wnba	NNP	1	1
manure	NN	1	1
scream	VBP	1	1
velocity	NNP	1	1
crossing	NNP	1	1
time~	NN	1	1
embarking	NN	1	1
possess	JJ	1	1
hubbs	NNP	1	1
commandments	NNS	1	1
boomerang	NNP	1	1
birthdays	NNP	1	1
jager	JJR	1	1
playmakers	NNS	1	1
tacky	NNP	1	1
javalina	NNP	1	1
preccoked	JJ	1	1
heels	VBZ	1	1
toward	VBD	1	1
toothless	NN	1	1
resubmit	VB	1	1
overstaffed	VBN	1	1
hongos	NNP	1	1
witnesses	NNS	1	1
mozza	NN	1	1
amuse-bouche	NNP	1	1
scripted	VBN	1	1
italian-	NN	1	1
crostinis	NNS	1	1
pre-pulled	JJ	1	1
putter	NN	1	1
part	VB	1	1
suburban-esque	JJ	1	1
sundays-	NN	1	1
huge	NN	1	1
twinkish	JJ	1	1
delaware	NNP	1	1
papussas	NNS	1	1
butter/cream	JJ	1	1
rewires	NNS	1	1
bald	NNP	1	1
soynamis	NNP	1	1
sevice	NN	1	1
kundalini	NN	1	1
puzzles	VBZ	1	1
this.place.is.awful	JJ	1	1
mini-muffins	NNS	1	1
stormed	VBN	1	1
methheads	NNS	1	1
first-world	JJ	1	1
reversed	VBD	1	1
designed	VBD	1	1
gables	NNP	1	1
wind	IN	1	1
edit	CD	1	1
.cheesy	JJ	1	1
whattttttttttttt	NNP	1	1
gentrified	VBN	1	1
all-too-common	JJ	1	1
autumn	JJ	1	1
picnic-like	JJ	1	1
'these	JJ	1	1
6.24	CD	1	1
guaca	NNP	1	1
kidder	NN	1	1
painstaking	NN	1	1
transfixed	VBN	1	1
bufalada	NNP	1	1
chopstcks	NNS	1	1
anastasia	NNP	1	1
spring/winter	NN	1	1
jeremy	NNP	1	1
madsen	NNP	1	1
tailgate	NN	1	1
cheung	NN	1	1
firearm	NN	1	1
gamey	VB	1	1
oh.em.gee	JJ	1	1
free	VBP	1	1
abortion	NN	1	1
admittedly	NNP	1	1
yee-haw	NN	1	1
centralish	JJ	1	1
uninviting	NN	1	1
jai	NNP	1	1
babies	NNP	1	1
hoarse	JJ	1	1
interiorand	NN	1	1
yazu	NNP	1	1
solar	JJ	1	1
afternoon-	NNP	1	1
deolicious	JJ	1	1
provoke	VB	1	1
exhibit	NNP	1	1
hamberlin	NNP	1	1
honchos	NNS	1	1
polyester	JJR	1	1
bcs	NNP	1	1
derby	NN	1	1
pianist/vocalist	JJ	1	1
